,Shells,Aircraft,Fuel_Bladders,Missiles,fighter_hits,fuel_hits,misses,surviving_fighters,surviving_fuel_bladders,miss_percentage,Shell_Game
1057,32,12,0,16,7,0,9,5,0,0.5625,Decoys - Balanced
1058,32,16,0,20,10,0,10,6,0,0.5,Decoys - Balanced
1059,32,8,0,4,0,0,4,8,0,1.0,Decoys - Balanced
1060,32,16,0,16,11,0,5,5,0,0.3125,Decoys - Balanced
1061,32,20,0,20,13,0,7,7,0,0.35,Decoys - Balanced
1062,32,12,0,20,8,0,12,4,0,0.6,Decoys - Balanced
1063,32,12,0,16,6,0,10,6,0,0.625,Decoys - Balanced
1064,32,12,0,12,5,0,7,7,0,0.5833333333333334,Decoys - Balanced
1065,32,20,0,12,9,0,3,11,0,0.25,Decoys - Balanced
1066,32,16,0,8,5,0,3,11,0,0.375,Decoys - Balanced
1067,32,24,0,24,20,0,4,4,0,0.16666666666666666,Decoys - Balanced
1068,32,16,0,20,9,0,11,7,0,0.55,Decoys - Balanced
1069,32,16,0,16,8,0,8,8,0,0.5,Decoys - Balanced
1070,32,12,0,16,5,0,11,7,0,0.6875,Decoys - Balanced
1071,32,12,0,16,6,0,10,6,0,0.625,Decoys - Balanced
1072,32,16,0,24,13,0,11,3,0,0.4583333333333333,Decoys - Balanced
1073,32,16,0,16,8,0,8,8,0,0.5,Decoys - Balanced
1074,32,20,0,20,11,0,9,9,0,0.45,Decoys - Balanced
1075,32,12,0,16,7,0,9,5,0,0.5625,Decoys - Balanced
1076,32,16,0,12,3,0,9,13,0,0.75,Decoys - Balanced
1077,32,8,0,4,1,0,3,7,0,0.75,Decoys - Balanced
1078,32,16,0,12,6,0,6,10,0,0.5,Decoys - Balanced
1079,32,16,0,20,12,0,8,4,0,0.4,Decoys - Balanced
1080,32,16,0,16,8,0,8,8,0,0.5,Decoys - Balanced
1081,32,20,0,20,13,0,7,7,0,0.35,Decoys - Balanced
1082,32,24,0,24,17,0,7,7,0,0.2916666666666667,Decoys - Balanced
1083,32,16,0,20,11,0,9,5,0,0.45,Decoys - Balanced
1084,32,20,0,12,6,0,6,14,0,0.5,Decoys - Balanced
1085,32,16,0,12,6,0,6,10,0,0.5,Decoys - Balanced
1086,32,8,0,16,3,0,13,5,0,0.8125,Decoys - Balanced
1087,32,8,0,0,0,0,0,8,0,,Decoys - Balanced
1088,32,24,0,20,15,0,5,9,0,0.25,Decoys - Balanced
1089,32,24,0,16,12,0,4,12,0,0.25,Decoys - Balanced
1090,32,24,0,24,18,0,6,6,0,0.25,Decoys - Balanced
1091,32,12,0,16,6,0,10,6,0,0.625,Decoys - Balanced
1092,32,20,0,24,15,0,9,5,0,0.375,Decoys - Balanced
1093,32,20,0,20,12,0,8,8,0,0.4,Decoys - Balanced
1094,32,24,0,24,18,0,6,6,0,0.25,Decoys - Balanced
1095,32,16,0,8,4,0,4,12,0,0.5,Decoys - Balanced
1096,32,24,0,24,19,0,5,5,0,0.20833333333333334,Decoys - Balanced
1097,32,12,0,12,4,0,8,8,0,0.6666666666666666,Decoys - Balanced
1098,32,20,0,24,15,0,9,5,0,0.375,Decoys - Balanced
1099,32,20,0,20,13,0,7,7,0,0.35,Decoys - Balanced
1100,32,20,0,16,10,0,6,10,0,0.375,Decoys - Balanced
1101,32,12,0,16,7,0,9,5,0,0.5625,Decoys - Balanced
1102,32,24,0,16,13,0,3,11,0,0.1875,Decoys - Balanced
1103,32,12,0,4,2,0,2,10,0,0.5,Decoys - Balanced
1104,32,8,0,12,3,0,9,5,0,0.75,Decoys - Balanced
1105,32,24,0,24,20,0,4,4,0,0.16666666666666666,Decoys - Balanced
1106,32,20,0,24,16,0,8,4,0,0.3333333333333333,Decoys - Balanced
1107,32,20,0,24,16,0,8,4,0,0.3333333333333333,Decoys - Balanced
1108,32,16,0,16,8,0,8,8,0,0.5,Decoys - Balanced
1109,32,8,0,8,3,0,5,5,0,0.625,Decoys - Balanced
1110,32,20,0,16,10,0,6,10,0,0.375,Decoys - Balanced
1111,32,20,0,20,13,0,7,7,0,0.35,Decoys - Balanced
1112,32,24,0,28,21,0,7,3,0,0.25,Decoys - Balanced
1113,32,12,0,4,3,0,1,9,0,0.25,Decoys - Balanced
1114,32,24,0,16,12,0,4,12,0,0.25,Decoys - Balanced
1115,32,20,0,12,10,0,2,10,0,0.16666666666666666,Decoys - Balanced
1116,32,16,0,20,10,0,10,6,0,0.5,Decoys - Balanced
1117,32,8,0,12,4,0,8,4,0,0.6666666666666666,Decoys - Balanced
1118,32,8,0,12,4,0,8,4,0,0.6666666666666666,Decoys - Balanced
1119,32,8,0,8,2,0,6,6,0,0.75,Decoys - Balanced
1120,32,16,0,16,8,0,8,8,0,0.5,Decoys - Balanced
1121,32,16,0,16,10,0,6,6,0,0.375,Decoys - Balanced
1122,32,20,0,20,12,0,8,8,0,0.4,Decoys - Balanced
1123,32,20,0,20,13,0,7,7,0,0.35,Decoys - Balanced
1124,32,20,0,16,10,0,6,10,0,0.375,Decoys - Balanced
1125,32,8,0,8,2,0,6,6,0,0.75,Decoys - Balanced
1126,32,16,0,16,8,0,8,8,0,0.5,Decoys - Balanced
1127,32,8,0,12,4,0,8,4,0,0.6666666666666666,Decoys - Balanced
1128,32,20,0,12,11,0,1,9,0,0.08333333333333333,Decoys - Balanced
1129,32,24,0,20,14,0,6,10,0,0.3,Decoys - Balanced
1130,32,8,0,8,0,0,8,8,0,1.0,Decoys - Balanced
1131,32,8,0,0,0,0,0,8,0,,Decoys - Balanced
1132,32,24,0,28,22,0,6,2,0,0.21428571428571427,Decoys - Balanced
1133,32,24,0,32,24,0,8,0,0,0.25,Decoys - Balanced
1134,32,16,0,16,10,0,6,6,0,0.375,Decoys - Balanced
1135,32,24,0,24,18,0,6,6,0,0.25,Decoys - Balanced
1136,32,8,0,8,2,0,6,6,0,0.75,Decoys - Balanced
1137,32,8,0,8,3,0,5,5,0,0.625,Decoys - Balanced
1138,32,20,0,12,7,0,5,13,0,0.4166666666666667,Decoys - Balanced
1139,32,8,0,8,2,0,6,6,0,0.75,Decoys - Balanced
1140,32,20,0,24,17,0,7,3,0,0.2916666666666667,Decoys - Balanced
1141,32,16,0,16,10,0,6,6,0,0.375,Decoys - Balanced
1142,32,8,0,8,3,0,5,5,0,0.625,Decoys - Balanced
1143,32,20,0,16,11,0,5,9,0,0.3125,Decoys - Balanced
1144,32,16,0,16,8,0,8,8,0,0.5,Decoys - Balanced
1145,32,20,0,12,8,0,4,12,0,0.3333333333333333,Decoys - Balanced
1146,32,8,0,12,3,0,9,5,0,0.75,Decoys - Balanced
1147,32,8,0,4,1,0,3,7,0,0.75,Decoys - Balanced
1148,32,16,0,16,7,0,9,9,0,0.5625,Decoys - Balanced
1149,32,12,0,16,5,0,11,7,0,0.6875,Decoys - Balanced
1150,32,24,0,24,16,0,8,8,0,0.3333333333333333,Decoys - Balanced
1151,32,16,0,16,9,0,7,7,0,0.4375,Decoys - Balanced
1152,32,24,0,28,22,0,6,2,0,0.21428571428571427,Decoys - Balanced
1153,32,12,0,16,8,0,8,4,0,0.5,Decoys - Balanced
1154,32,16,0,16,9,0,7,7,0,0.4375,Decoys - Balanced
1155,32,24,0,24,18,0,6,6,0,0.25,Decoys - Balanced
1156,32,12,0,8,3,0,5,9,0,0.625,Decoys - Balanced
1157,32,24,0,32,24,0,8,0,0,0.25,Decoys - Balanced
1158,32,24,0,24,17,0,7,7,0,0.2916666666666667,Decoys - Balanced
1159,32,8,0,4,0,0,4,8,0,1.0,Decoys - Balanced
1160,32,8,0,4,2,0,2,6,0,0.5,Decoys - Balanced
1161,32,8,0,4,2,0,2,6,0,0.5,Decoys - Balanced
1162,32,20,0,12,8,0,4,12,0,0.3333333333333333,Decoys - Balanced
1163,32,8,0,0,0,0,0,8,0,,Decoys - Balanced
1164,32,12,0,8,2,0,6,10,0,0.75,Decoys - Balanced
1165,32,16,0,8,1,0,7,15,0,0.875,Decoys - Balanced
1166,32,16,0,12,6,0,6,10,0,0.5,Decoys - Balanced
1167,32,8,0,12,4,0,8,4,0,0.6666666666666666,Decoys - Balanced
1168,32,16,0,20,9,0,11,7,0,0.55,Decoys - Balanced
1169,32,8,0,8,3,0,5,5,0,0.625,Decoys - Balanced
1170,32,8,0,8,3,0,5,5,0,0.625,Decoys - Balanced
1171,32,12,0,16,5,0,11,7,0,0.6875,Decoys - Balanced
1172,32,20,0,12,7,0,5,13,0,0.4166666666666667,Decoys - Balanced
1173,32,12,0,16,6,0,10,6,0,0.625,Decoys - Balanced
1174,32,12,0,12,5,0,7,7,0,0.5833333333333334,Decoys - Balanced
1175,32,12,0,20,10,0,10,2,0,0.5,Decoys - Balanced
1176,32,12,0,8,3,0,5,9,0,0.625,Decoys - Balanced
1177,32,24,0,24,17,0,7,7,0,0.2916666666666667,Decoys - Balanced
1178,32,24,0,32,24,0,8,0,0,0.25,Decoys - Balanced
1179,32,8,0,12,4,0,8,4,0,0.6666666666666666,Decoys - Balanced
1180,32,12,0,12,3,0,9,9,0,0.75,Decoys - Balanced
1181,32,20,0,24,14,0,10,6,0,0.4166666666666667,Decoys - Balanced
1182,32,20,0,28,19,0,9,1,0,0.32142857142857145,Decoys - Balanced
1183,32,16,0,24,15,0,9,1,0,0.375,Decoys - Balanced
1184,32,8,0,12,2,0,10,6,0,0.8333333333333334,Decoys - Balanced
1185,32,16,0,20,11,0,9,5,0,0.45,Decoys - Balanced
1186,32,8,0,8,1,0,7,7,0,0.875,Decoys - Balanced
1187,32,20,0,16,10,0,6,10,0,0.375,Decoys - Balanced
1188,32,20,0,12,6,0,6,14,0,0.5,Decoys - Balanced
1189,32,8,0,0,0,0,0,8,0,,Decoys - Balanced
1190,32,20,0,12,7,0,5,13,0,0.4166666666666667,Decoys - Balanced
1191,32,8,0,4,3,0,1,5,0,0.25,Decoys - Balanced
1192,32,16,0,16,8,0,8,8,0,0.5,Decoys - Balanced
1193,32,12,0,16,7,0,9,5,0,0.5625,Decoys - Balanced
1194,32,8,0,16,4,0,12,4,0,0.75,Decoys - Balanced
1195,32,16,0,16,6,0,10,10,0,0.625,Decoys - Balanced
1196,32,20,0,20,11,0,9,9,0,0.45,Decoys - Balanced
1197,32,24,0,28,20,0,8,4,0,0.2857142857142857,Decoys - Balanced
1198,32,16,0,16,9,0,7,7,0,0.4375,Decoys - Balanced
1199,32,12,0,4,3,0,1,9,0,0.25,Decoys - Balanced
1200,32,16,0,20,8,0,12,8,0,0.6,Decoys - Balanced
1201,32,24,0,20,15,0,5,9,0,0.25,Decoys - Balanced
1202,32,8,0,4,1,0,3,7,0,0.75,Decoys - Balanced
1203,32,20,0,20,12,0,8,8,0,0.4,Decoys - Balanced
1204,32,16,0,20,11,0,9,5,0,0.45,Decoys - Balanced
1205,32,12,0,16,7,0,9,5,0,0.5625,Decoys - Balanced
1206,32,20,0,24,15,0,9,5,0,0.375,Decoys - Balanced
1207,32,20,0,16,11,0,5,9,0,0.3125,Decoys - Balanced
1208,32,12,0,16,8,0,8,4,0,0.5,Decoys - Balanced
1209,32,12,0,12,4,0,8,8,0,0.6666666666666666,Decoys - Balanced
1210,32,20,0,20,12,0,8,8,0,0.4,Decoys - Balanced
1211,32,8,0,16,5,0,11,3,0,0.6875,Decoys - Balanced
1212,32,8,0,0,0,0,0,8,0,,Decoys - Balanced
1213,32,16,0,16,6,0,10,10,0,0.625,Decoys - Balanced
1214,32,16,0,20,11,0,9,5,0,0.45,Decoys - Balanced
1215,32,24,0,32,24,0,8,0,0,0.25,Decoys - Balanced
1216,32,24,0,20,14,0,6,10,0,0.3,Decoys - Balanced
1217,32,16,0,16,9,0,7,7,0,0.4375,Decoys - Balanced
1218,32,20,0,20,12,0,8,8,0,0.4,Decoys - Balanced
1219,32,20,0,28,17,0,11,3,0,0.39285714285714285,Decoys - Balanced
1220,32,20,0,28,17,0,11,3,0,0.39285714285714285,Decoys - Balanced
1221,32,24,0,24,19,0,5,5,0,0.20833333333333334,Decoys - Balanced
1222,32,16,0,16,10,0,6,6,0,0.375,Decoys - Balanced
1223,32,8,0,8,3,0,5,5,0,0.625,Decoys - Balanced
1224,32,8,0,8,3,0,5,5,0,0.625,Decoys - Balanced
1225,32,8,0,8,2,0,6,6,0,0.75,Decoys - Balanced
1226,32,12,0,12,3,0,9,9,0,0.75,Decoys - Balanced
1227,32,20,0,28,17,0,11,3,0,0.39285714285714285,Decoys - Balanced
1228,32,16,0,16,8,0,8,8,0,0.5,Decoys - Balanced
1229,32,20,0,16,10,0,6,10,0,0.375,Decoys - Balanced
1230,32,20,0,12,7,0,5,13,0,0.4166666666666667,Decoys - Balanced
1231,32,16,0,16,5,0,11,11,0,0.6875,Decoys - Balanced
1232,32,16,0,24,13,0,11,3,0,0.4583333333333333,Decoys - Balanced
1233,32,12,0,8,2,0,6,10,0,0.75,Decoys - Balanced
1234,32,8,0,4,0,0,4,8,0,1.0,Decoys - Balanced
1235,32,24,0,16,10,0,6,14,0,0.375,Decoys - Balanced
1236,32,24,0,32,24,0,8,0,0,0.25,Decoys - Balanced
1237,32,16,0,12,3,0,9,13,0,0.75,Decoys - Balanced
1238,32,24,0,24,20,0,4,4,0,0.16666666666666666,Decoys - Balanced
1239,32,20,0,20,14,0,6,6,0,0.3,Decoys - Balanced
1240,32,20,0,20,10,0,10,10,0,0.5,Decoys - Balanced
1241,32,12,0,4,1,0,3,11,0,0.75,Decoys - Balanced
1242,32,20,0,24,12,0,12,8,0,0.5,Decoys - Balanced
1243,32,16,0,20,11,0,9,5,0,0.45,Decoys - Balanced
1244,32,24,0,28,21,0,7,3,0,0.25,Decoys - Balanced
1245,32,16,0,16,7,0,9,9,0,0.5625,Decoys - Balanced
1246,32,20,0,24,15,0,9,5,0,0.375,Decoys - Balanced
1247,32,20,0,12,8,0,4,12,0,0.3333333333333333,Decoys - Balanced
1248,32,24,0,20,15,0,5,9,0,0.25,Decoys - Balanced
1249,32,8,0,8,3,0,5,5,0,0.625,Decoys - Balanced
1250,32,20,0,20,12,0,8,8,0,0.4,Decoys - Balanced
1251,32,20,0,20,11,0,9,9,0,0.45,Decoys - Balanced
1252,32,12,0,20,7,0,13,5,0,0.65,Decoys - Balanced
1253,32,24,0,24,17,0,7,7,0,0.2916666666666667,Decoys - Balanced
1254,32,24,0,28,23,0,5,1,0,0.17857142857142858,Decoys - Balanced
1255,32,8,0,8,0,0,8,8,0,1.0,Decoys - Balanced
1256,32,24,0,16,13,0,3,11,0,0.1875,Decoys - Balanced
1257,32,12,0,12,7,0,5,5,0,0.4166666666666667,Decoys - Balanced
1258,32,24,0,20,17,0,3,7,0,0.15,Decoys - Balanced
1259,32,24,0,24,19,0,5,5,0,0.20833333333333334,Decoys - Balanced
1260,32,20,0,20,11,0,9,9,0,0.45,Decoys - Balanced
1261,32,24,0,16,11,0,5,13,0,0.3125,Decoys - Balanced
1262,32,20,0,12,6,0,6,14,0,0.5,Decoys - Balanced
1263,32,20,0,24,15,0,9,5,0,0.375,Decoys - Balanced
1264,32,8,0,8,1,0,7,7,0,0.875,Decoys - Balanced
1265,32,20,0,24,15,0,9,5,0,0.375,Decoys - Balanced
1266,32,12,0,8,4,0,4,8,0,0.5,Decoys - Balanced
1267,32,16,0,16,9,0,7,7,0,0.4375,Decoys - Balanced
1268,32,8,0,4,1,0,3,7,0,0.75,Decoys - Balanced
1269,32,8,0,12,3,0,9,5,0,0.75,Decoys - Balanced
1270,32,12,0,20,6,0,14,6,0,0.7,Decoys - Balanced
1271,32,20,0,24,14,0,10,6,0,0.4166666666666667,Decoys - Balanced
1272,32,8,0,8,1,0,7,7,0,0.875,Decoys - Balanced
1273,32,20,0,20,10,0,10,10,0,0.5,Decoys - Balanced
1274,32,8,0,12,4,0,8,4,0,0.6666666666666666,Decoys - Balanced
1275,32,24,0,24,19,0,5,5,0,0.20833333333333334,Decoys - Balanced
1276,32,12,0,20,7,0,13,5,0,0.65,Decoys - Balanced
1277,32,12,0,8,5,0,3,7,0,0.375,Decoys - Balanced
1278,32,8,0,4,1,0,3,7,0,0.75,Decoys - Balanced
1279,32,12,0,12,5,0,7,7,0,0.5833333333333334,Decoys - Balanced
1280,32,20,0,24,16,0,8,4,0,0.3333333333333333,Decoys - Balanced
1281,32,8,0,8,0,0,8,8,0,1.0,Decoys - Balanced
1282,32,12,0,12,4,0,8,8,0,0.6666666666666666,Decoys - Balanced
1283,32,16,0,20,9,0,11,7,0,0.55,Decoys - Balanced
1284,32,12,0,8,3,0,5,9,0,0.625,Decoys - Balanced
1285,32,20,0,12,6,0,6,14,0,0.5,Decoys - Balanced
1286,32,12,0,4,1,0,3,11,0,0.75,Decoys - Balanced
1287,32,16,0,8,3,0,5,13,0,0.625,Decoys - Balanced
1288,32,8,0,16,2,0,14,6,0,0.875,Decoys - Balanced
1289,32,20,0,24,16,0,8,4,0,0.3333333333333333,Decoys - Balanced
1290,32,20,0,20,12,0,8,8,0,0.4,Decoys - Balanced
1291,32,20,0,12,8,0,4,12,0,0.3333333333333333,Decoys - Balanced
1292,32,24,0,24,17,0,7,7,0,0.2916666666666667,Decoys - Balanced
1293,32,12,0,8,2,0,6,10,0,0.75,Decoys - Balanced
1294,32,8,0,8,2,0,6,6,0,0.75,Decoys - Balanced
1295,32,20,0,24,14,0,10,6,0,0.4166666666666667,Decoys - Balanced
1296,32,8,0,12,1,0,11,7,0,0.9166666666666666,Decoys - Balanced
1297,32,16,0,16,7,0,9,9,0,0.5625,Decoys - Balanced
1298,32,20,0,20,12,0,8,8,0,0.4,Decoys - Balanced
1299,32,24,0,24,18,0,6,6,0,0.25,Decoys - Balanced
1300,32,24,0,20,14,0,6,10,0,0.3,Decoys - Balanced
1301,32,24,0,24,18,0,6,6,0,0.25,Decoys - Balanced
1302,32,8,0,0,0,0,0,8,0,,Decoys - Balanced
1303,32,24,0,24,18,0,6,6,0,0.25,Decoys - Balanced
1304,32,12,0,12,4,0,8,8,0,0.6666666666666666,Decoys - Balanced
1305,32,8,0,8,4,0,4,4,0,0.5,Decoys - Balanced
1306,32,12,0,12,4,0,8,8,0,0.6666666666666666,Decoys - Balanced
1307,32,24,0,20,14,0,6,10,0,0.3,Decoys - Balanced
1308,32,24,0,28,20,0,8,4,0,0.2857142857142857,Decoys - Balanced
1309,32,16,0,8,3,0,5,13,0,0.625,Decoys - Balanced
1310,32,16,0,12,9,0,3,7,0,0.25,Decoys - Balanced
1311,32,8,0,4,0,0,4,8,0,1.0,Decoys - Balanced
1312,32,16,0,16,8,0,8,8,0,0.5,Decoys - Balanced
1313,32,20,0,20,13,0,7,7,0,0.35,Decoys - Balanced
1314,32,8,0,8,4,0,4,4,0,0.5,Decoys - Balanced
1315,32,12,0,16,6,0,10,6,0,0.625,Decoys - Balanced
1316,32,8,0,4,0,0,4,8,0,1.0,Decoys - Balanced
1317,32,16,0,16,9,0,7,7,0,0.4375,Decoys - Balanced
1318,32,16,0,20,9,0,11,7,0,0.55,Decoys - Balanced
1319,32,20,0,12,7,0,5,13,0,0.4166666666666667,Decoys - Balanced
1320,32,16,0,16,8,0,8,8,0,0.5,Decoys - Balanced
1321,32,8,0,12,3,0,9,5,0,0.75,Decoys - Balanced
1322,32,12,0,12,5,0,7,7,0,0.5833333333333334,Decoys - Balanced
1323,32,20,0,16,8,0,8,12,0,0.5,Decoys - Balanced
1324,32,16,0,20,10,0,10,6,0,0.5,Decoys - Balanced
1325,32,16,0,16,10,0,6,6,0,0.375,Decoys - Balanced
1326,32,12,0,4,2,0,2,10,0,0.5,Decoys - Balanced
1327,32,16,0,8,3,0,5,13,0,0.625,Decoys - Balanced
1328,32,16,0,20,10,0,10,6,0,0.5,Decoys - Balanced
1329,32,20,0,16,7,0,9,13,0,0.5625,Decoys - Balanced
1330,32,24,0,24,18,0,6,6,0,0.25,Decoys - Balanced
1331,32,16,0,20,10,0,10,6,0,0.5,Decoys - Balanced
1332,32,20,0,24,15,0,9,5,0,0.375,Decoys - Balanced
1333,32,20,0,16,10,0,6,10,0,0.375,Decoys - Balanced
1334,32,12,0,4,1,0,3,11,0,0.75,Decoys - Balanced
1335,32,24,0,24,17,0,7,7,0,0.2916666666666667,Decoys - Balanced
1336,32,12,0,16,7,0,9,5,0,0.5625,Decoys - Balanced
1337,32,16,0,12,6,0,6,10,0,0.5,Decoys - Balanced
1338,32,12,0,20,6,0,14,6,0,0.7,Decoys - Balanced
1339,32,20,0,24,14,0,10,6,0,0.4166666666666667,Decoys - Balanced
1340,32,16,0,12,6,0,6,10,0,0.5,Decoys - Balanced
1341,32,24,0,24,18,0,6,6,0,0.25,Decoys - Balanced
1342,32,8,0,0,0,0,0,8,0,,Decoys - Balanced
1343,32,20,0,24,16,0,8,4,0,0.3333333333333333,Decoys - Balanced
1344,32,16,0,16,6,0,10,10,0,0.625,Decoys - Balanced
1345,32,16,0,12,7,0,5,9,0,0.4166666666666667,Decoys - Balanced
1346,32,8,0,8,1,0,7,7,0,0.875,Decoys - Balanced
1347,32,24,0,24,17,0,7,7,0,0.2916666666666667,Decoys - Balanced
1348,32,16,0,20,9,0,11,7,0,0.55,Decoys - Balanced
1349,32,12,0,8,1,0,7,11,0,0.875,Decoys - Balanced
1350,32,12,0,4,0,0,4,12,0,1.0,Decoys - Balanced
1351,32,16,0,16,7,0,9,9,0,0.5625,Decoys - Balanced
1352,32,16,0,12,5,0,7,11,0,0.5833333333333334,Decoys - Balanced
1353,32,24,0,32,24,0,8,0,0,0.25,Decoys - Balanced
1354,32,24,0,20,14,0,6,10,0,0.3,Decoys - Balanced
1355,32,20,0,12,9,0,3,11,0,0.25,Decoys - Balanced
1356,32,20,0,16,7,0,9,13,0,0.5625,Decoys - Balanced
1357,32,16,0,12,7,0,5,9,0,0.4166666666666667,Decoys - Balanced
1358,32,12,0,4,2,0,2,10,0,0.5,Decoys - Balanced
1359,32,8,0,12,3,0,9,5,0,0.75,Decoys - Balanced
1360,32,24,0,16,13,0,3,11,0,0.1875,Decoys - Balanced
1361,32,24,0,24,18,0,6,6,0,0.25,Decoys - Balanced
1362,32,8,0,8,2,0,6,6,0,0.75,Decoys - Balanced
1363,32,12,0,12,6,0,6,6,0,0.5,Decoys - Balanced
1364,32,8,0,8,3,0,5,5,0,0.625,Decoys - Balanced
1365,32,8,0,0,0,0,0,8,0,,Decoys - Balanced
1366,32,20,0,20,15,0,5,5,0,0.25,Decoys - Balanced
1367,32,24,0,24,19,0,5,5,0,0.20833333333333334,Decoys - Balanced
1368,32,8,0,8,2,0,6,6,0,0.75,Decoys - Balanced
1369,32,24,0,24,21,0,3,3,0,0.125,Decoys - Balanced
1370,32,12,0,4,4,0,0,8,0,0.0,Decoys - Balanced
1371,32,8,0,4,0,0,4,8,0,1.0,Decoys - Balanced
1372,32,20,0,24,15,0,9,5,0,0.375,Decoys - Balanced
1373,32,16,0,16,7,0,9,9,0,0.5625,Decoys - Balanced
1374,32,20,0,20,13,0,7,7,0,0.35,Decoys - Balanced
1375,32,20,0,24,15,0,9,5,0,0.375,Decoys - Balanced
1376,32,8,0,8,2,0,6,6,0,0.75,Decoys - Balanced
1377,32,20,0,12,9,0,3,11,0,0.25,Decoys - Balanced
1378,32,16,0,20,11,0,9,5,0,0.45,Decoys - Balanced
1379,32,16,0,24,12,0,12,4,0,0.5,Decoys - Balanced
1380,32,16,0,16,5,0,11,11,0,0.6875,Decoys - Balanced
1381,32,16,0,16,7,0,9,9,0,0.5625,Decoys - Balanced
1382,32,16,0,16,6,0,10,10,0,0.625,Decoys - Balanced
1383,32,16,0,24,14,0,10,2,0,0.4166666666666667,Decoys - Balanced
1384,32,20,0,20,14,0,6,6,0,0.3,Decoys - Balanced
1385,32,20,0,12,6,0,6,14,0,0.5,Decoys - Balanced
1386,32,16,0,16,9,0,7,7,0,0.4375,Decoys - Balanced
1387,32,12,0,16,6,0,10,6,0,0.625,Decoys - Balanced
1388,32,20,0,20,11,0,9,9,0,0.45,Decoys - Balanced
1389,32,24,0,24,17,0,7,7,0,0.2916666666666667,Decoys - Balanced
1390,32,24,0,24,19,0,5,5,0,0.20833333333333334,Decoys - Balanced
1391,32,24,0,24,16,0,8,8,0,0.3333333333333333,Decoys - Balanced
1392,32,24,0,20,13,0,7,11,0,0.35,Decoys - Balanced
1393,32,16,0,16,9,0,7,7,0,0.4375,Decoys - Balanced
1394,32,12,0,16,6,0,10,6,0,0.625,Decoys - Balanced
1395,32,12,0,8,5,0,3,7,0,0.375,Decoys - Balanced
1396,32,12,0,12,6,0,6,6,0,0.5,Decoys - Balanced
1397,32,20,0,24,14,0,10,6,0,0.4166666666666667,Decoys - Balanced
1398,32,16,0,20,9,0,11,7,0,0.55,Decoys - Balanced
1399,32,24,0,24,19,0,5,5,0,0.20833333333333334,Decoys - Balanced
1400,32,16,0,16,7,0,9,9,0,0.5625,Decoys - Balanced
1401,32,16,0,16,7,0,9,9,0,0.5625,Decoys - Balanced
1402,32,8,0,12,2,0,10,6,0,0.8333333333333334,Decoys - Balanced
1403,32,12,0,4,1,0,3,11,0,0.75,Decoys - Balanced
1404,32,20,0,16,10,0,6,10,0,0.375,Decoys - Balanced
1405,32,20,0,20,16,0,4,4,0,0.2,Decoys - Balanced
1406,32,12,0,8,3,0,5,9,0,0.625,Decoys - Balanced
1407,32,8,0,12,3,0,9,5,0,0.75,Decoys - Balanced
1408,32,16,0,16,8,0,8,8,0,0.5,Decoys - Balanced
1409,32,24,0,20,14,0,6,10,0,0.3,Decoys - Balanced
1410,32,8,0,8,3,0,5,5,0,0.625,Decoys - Balanced
1411,32,12,0,8,4,0,4,8,0,0.5,Decoys - Balanced
1412,32,8,0,12,3,0,9,5,0,0.75,Decoys - Balanced
1413,32,12,0,12,4,0,8,8,0,0.6666666666666666,Decoys - Balanced
1414,32,20,0,24,15,0,9,5,0,0.375,Decoys - Balanced
1415,32,8,0,8,1,0,7,7,0,0.875,Decoys - Balanced
1416,32,24,0,20,15,0,5,9,0,0.25,Decoys - Balanced
1417,32,8,0,0,0,0,0,8,0,,Decoys - Balanced
1418,32,24,0,24,16,0,8,8,0,0.3333333333333333,Decoys - Balanced
1419,32,16,0,20,11,0,9,5,0,0.45,Decoys - Balanced
1420,32,8,0,8,1,0,7,7,0,0.875,Decoys - Balanced
1421,32,20,0,20,13,0,7,7,0,0.35,Decoys - Balanced
1422,32,24,0,20,16,0,4,8,0,0.2,Decoys - Balanced
1423,32,20,0,28,17,0,11,3,0,0.39285714285714285,Decoys - Balanced
1424,32,8,0,8,1,0,7,7,0,0.875,Decoys - Balanced
1425,32,20,0,24,16,0,8,4,0,0.3333333333333333,Decoys - Balanced
1426,32,8,0,12,5,0,7,3,0,0.5833333333333334,Decoys - Balanced
1427,32,12,0,12,6,0,6,6,0,0.5,Decoys - Balanced
1428,32,16,0,16,8,0,8,8,0,0.5,Decoys - Balanced
1429,32,12,0,4,3,0,1,9,0,0.25,Decoys - Balanced
1430,32,24,0,28,20,0,8,4,0,0.2857142857142857,Decoys - Balanced
1431,32,8,0,8,3,0,5,5,0,0.625,Decoys - Balanced
1432,32,24,0,28,21,0,7,3,0,0.25,Decoys - Balanced
1433,32,12,0,16,5,0,11,7,0,0.6875,Decoys - Balanced
1434,32,8,0,4,1,0,3,7,0,0.75,Decoys - Balanced
1435,32,8,0,12,4,0,8,4,0,0.6666666666666666,Decoys - Balanced
1436,32,20,0,16,9,0,7,11,0,0.4375,Decoys - Balanced
1437,32,24,0,24,18,0,6,6,0,0.25,Decoys - Balanced
1438,32,24,0,16,12,0,4,12,0,0.25,Decoys - Balanced
1439,32,12,0,16,6,0,10,6,0,0.625,Decoys - Balanced
1440,32,20,0,24,14,0,10,6,0,0.4166666666666667,Decoys - Balanced
1441,32,24,0,20,14,0,6,10,0,0.3,Decoys - Balanced
