,Shells,Aircraft,Fuel_Bladders,Missiles,fighter_hits,fuel_hits,misses,surviving_fighters,surviving_fuel_bladders,miss_percentage,Shell_Game
2141,32,20,0,20,12,0,8,8,0,0.4,Decoys - High Biased
2142,32,8,0,8,1,0,7,7,0,0.875,Decoys - High Biased
2143,32,16,0,24,13,0,11,3,0,0.4583333333333333,Decoys - High Biased
2144,32,16,0,24,12,0,12,4,0,0.5,Decoys - High Biased
2145,32,12,0,8,2,0,6,10,0,0.75,Decoys - High Biased
2146,32,8,0,16,6,0,10,2,0,0.625,Decoys - High Biased
2147,32,12,0,16,6,0,10,6,0,0.625,Decoys - High Biased
2148,32,12,0,16,5,0,11,7,0,0.6875,Decoys - High Biased
2149,32,8,0,12,1,0,11,7,0,0.9166666666666666,Decoys - High Biased
2150,32,8,0,16,3,0,13,5,0,0.8125,Decoys - High Biased
2151,32,16,0,16,8,0,8,8,0,0.5,Decoys - High Biased
2152,32,12,0,20,8,0,12,4,0,0.6,Decoys - High Biased
2153,32,24,0,24,20,0,4,4,0,0.16666666666666666,Decoys - High Biased
2154,32,16,0,12,7,0,5,9,0,0.4166666666666667,Decoys - High Biased
2155,32,16,0,20,10,0,10,6,0,0.5,Decoys - High Biased
2156,32,16,0,16,6,0,10,10,0,0.625,Decoys - High Biased
2157,32,20,0,16,9,0,7,11,0,0.4375,Decoys - High Biased
2158,32,16,0,16,8,0,8,8,0,0.5,Decoys - High Biased
2159,32,20,0,24,14,0,10,6,0,0.4166666666666667,Decoys - High Biased
2160,32,24,0,32,24,0,8,0,0,0.25,Decoys - High Biased
2161,32,16,0,24,12,0,12,4,0,0.5,Decoys - High Biased
2162,32,8,0,12,3,0,9,5,0,0.75,Decoys - High Biased
2163,32,20,0,24,13,0,11,7,0,0.4583333333333333,Decoys - High Biased
2164,32,12,0,16,8,0,8,4,0,0.5,Decoys - High Biased
2165,32,12,0,12,4,0,8,8,0,0.6666666666666666,Decoys - High Biased
2166,32,16,0,24,14,0,10,2,0,0.4166666666666667,Decoys - High Biased
2167,32,20,0,24,15,0,9,5,0,0.375,Decoys - High Biased
2168,32,12,0,16,5,0,11,7,0,0.6875,Decoys - High Biased
2169,32,16,0,16,5,0,11,11,0,0.6875,Decoys - High Biased
2170,32,20,0,20,13,0,7,7,0,0.35,Decoys - High Biased
2171,32,24,0,20,14,0,6,10,0,0.3,Decoys - High Biased
2172,32,8,0,8,3,0,5,5,0,0.625,Decoys - High Biased
2173,32,16,0,16,10,0,6,6,0,0.375,Decoys - High Biased
2174,32,8,0,12,4,0,8,4,0,0.6666666666666666,Decoys - High Biased
2175,32,12,0,12,2,0,10,10,0,0.8333333333333334,Decoys - High Biased
2176,32,16,0,16,7,0,9,9,0,0.5625,Decoys - High Biased
2177,32,12,0,12,6,0,6,6,0,0.5,Decoys - High Biased
2178,32,24,0,32,24,0,8,0,0,0.25,Decoys - High Biased
2179,32,16,0,16,9,0,7,7,0,0.4375,Decoys - High Biased
2180,32,20,0,24,15,0,9,5,0,0.375,Decoys - High Biased
2181,32,12,0,20,6,0,14,6,0,0.7,Decoys - High Biased
2182,32,8,0,4,2,0,2,6,0,0.5,Decoys - High Biased
2183,32,20,0,20,13,0,7,7,0,0.35,Decoys - High Biased
2184,32,8,0,4,1,0,3,7,0,0.75,Decoys - High Biased
2185,32,20,0,28,18,0,10,2,0,0.35714285714285715,Decoys - High Biased
2186,32,12,0,8,4,0,4,8,0,0.5,Decoys - High Biased
2187,32,8,0,8,1,0,7,7,0,0.875,Decoys - High Biased
2188,32,8,0,16,5,0,11,3,0,0.6875,Decoys - High Biased
2189,32,8,0,8,2,0,6,6,0,0.75,Decoys - High Biased
2190,32,8,0,8,2,0,6,6,0,0.75,Decoys - High Biased
2191,32,24,0,24,17,0,7,7,0,0.2916666666666667,Decoys - High Biased
2192,32,16,0,12,7,0,5,9,0,0.4166666666666667,Decoys - High Biased
2193,32,24,0,24,18,0,6,6,0,0.25,Decoys - High Biased
2194,32,24,0,28,21,0,7,3,0,0.25,Decoys - High Biased
2195,32,8,0,16,5,0,11,3,0,0.6875,Decoys - High Biased
2196,32,20,0,20,11,0,9,9,0,0.45,Decoys - High Biased
2197,32,12,0,12,7,0,5,5,0,0.4166666666666667,Decoys - High Biased
2198,32,24,0,20,17,0,3,7,0,0.15,Decoys - High Biased
2199,32,24,0,24,17,0,7,7,0,0.2916666666666667,Decoys - High Biased
2200,32,24,0,28,21,0,7,3,0,0.25,Decoys - High Biased
2201,32,12,0,8,4,0,4,8,0,0.5,Decoys - High Biased
2202,32,16,0,16,9,0,7,7,0,0.4375,Decoys - High Biased
2203,32,24,0,24,18,0,6,6,0,0.25,Decoys - High Biased
2204,32,16,0,16,6,0,10,10,0,0.625,Decoys - High Biased
2205,32,8,0,8,2,0,6,6,0,0.75,Decoys - High Biased
2206,32,16,0,16,11,0,5,5,0,0.3125,Decoys - High Biased
2207,32,16,0,20,12,0,8,4,0,0.4,Decoys - High Biased
2208,32,12,0,12,4,0,8,8,0,0.6666666666666666,Decoys - High Biased
2209,32,20,0,24,16,0,8,4,0,0.3333333333333333,Decoys - High Biased
2210,32,8,0,12,5,0,7,3,0,0.5833333333333334,Decoys - High Biased
2211,32,8,0,8,1,0,7,7,0,0.875,Decoys - High Biased
2212,32,24,0,20,15,0,5,9,0,0.25,Decoys - High Biased
2213,32,12,0,12,5,0,7,7,0,0.5833333333333334,Decoys - High Biased
2214,32,24,0,28,22,0,6,2,0,0.21428571428571427,Decoys - High Biased
2215,32,8,0,8,3,0,5,5,0,0.625,Decoys - High Biased
2216,32,24,0,28,21,0,7,3,0,0.25,Decoys - High Biased
2217,32,12,0,16,8,0,8,4,0,0.5,Decoys - High Biased
2218,32,12,0,16,5,0,11,7,0,0.6875,Decoys - High Biased
2219,32,12,0,16,6,0,10,6,0,0.625,Decoys - High Biased
2220,32,16,0,16,9,0,7,7,0,0.4375,Decoys - High Biased
2221,32,20,0,24,14,0,10,6,0,0.4166666666666667,Decoys - High Biased
2222,32,24,0,24,17,0,7,7,0,0.2916666666666667,Decoys - High Biased
2223,32,24,0,20,15,0,5,9,0,0.25,Decoys - High Biased
2224,32,20,0,24,16,0,8,4,0,0.3333333333333333,Decoys - High Biased
2225,32,8,0,12,2,0,10,6,0,0.8333333333333334,Decoys - High Biased
2226,32,8,0,12,3,0,9,5,0,0.75,Decoys - High Biased
2227,32,8,0,4,1,0,3,7,0,0.75,Decoys - High Biased
2228,32,8,0,12,4,0,8,4,0,0.6666666666666666,Decoys - High Biased
2229,32,20,0,20,13,0,7,7,0,0.35,Decoys - High Biased
2230,32,12,0,12,2,0,10,10,0,0.8333333333333334,Decoys - High Biased
2231,32,8,0,16,5,0,11,3,0,0.6875,Decoys - High Biased
2232,32,20,0,28,16,0,12,4,0,0.42857142857142855,Decoys - High Biased
2233,32,20,0,24,16,0,8,4,0,0.3333333333333333,Decoys - High Biased
2234,32,12,0,20,7,0,13,5,0,0.65,Decoys - High Biased
2235,32,8,0,12,6,0,6,2,0,0.5,Decoys - High Biased
2236,32,8,0,12,5,0,7,3,0,0.5833333333333334,Decoys - High Biased
2237,32,16,0,24,9,0,15,7,0,0.625,Decoys - High Biased
2238,32,24,0,32,24,0,8,0,0,0.25,Decoys - High Biased
2239,32,16,0,24,11,0,13,5,0,0.5416666666666666,Decoys - High Biased
2240,32,12,0,16,7,0,9,5,0,0.5625,Decoys - High Biased
2241,32,16,0,20,8,0,12,8,0,0.6,Decoys - High Biased
2242,32,16,0,20,8,0,12,8,0,0.6,Decoys - High Biased
2243,32,24,0,28,22,0,6,2,0,0.21428571428571427,Decoys - High Biased
2244,32,24,0,28,21,0,7,3,0,0.25,Decoys - High Biased
2245,32,8,0,12,3,0,9,5,0,0.75,Decoys - High Biased
2246,32,12,0,16,7,0,9,5,0,0.5625,Decoys - High Biased
2247,32,24,0,24,18,0,6,6,0,0.25,Decoys - High Biased
2248,32,20,0,28,18,0,10,2,0,0.35714285714285715,Decoys - High Biased
2249,32,12,0,12,5,0,7,7,0,0.5833333333333334,Decoys - High Biased
2250,32,12,0,20,5,0,15,7,0,0.75,Decoys - High Biased
2251,32,16,0,16,7,0,9,9,0,0.5625,Decoys - High Biased
2252,32,12,0,12,3,0,9,9,0,0.75,Decoys - High Biased
2253,32,24,0,28,21,0,7,3,0,0.25,Decoys - High Biased
2254,32,20,0,20,14,0,6,6,0,0.3,Decoys - High Biased
2255,32,12,0,8,2,0,6,10,0,0.75,Decoys - High Biased
2256,32,12,0,12,3,0,9,9,0,0.75,Decoys - High Biased
2257,32,12,0,12,5,0,7,7,0,0.5833333333333334,Decoys - High Biased
2258,32,8,0,12,3,0,9,5,0,0.75,Decoys - High Biased
2259,32,20,0,16,9,0,7,11,0,0.4375,Decoys - High Biased
2260,32,16,0,24,10,0,14,6,0,0.5833333333333334,Decoys - High Biased
2261,32,12,0,12,4,0,8,8,0,0.6666666666666666,Decoys - High Biased
2262,32,12,0,12,6,0,6,6,0,0.5,Decoys - High Biased
2263,32,8,0,4,0,0,4,8,0,1.0,Decoys - High Biased
2264,32,20,0,20,12,0,8,8,0,0.4,Decoys - High Biased
2265,32,8,0,12,3,0,9,5,0,0.75,Decoys - High Biased
2266,32,20,0,24,13,0,11,7,0,0.4583333333333333,Decoys - High Biased
2267,32,20,0,20,12,0,8,8,0,0.4,Decoys - High Biased
2268,32,16,0,16,11,0,5,5,0,0.3125,Decoys - High Biased
2269,32,16,0,20,8,0,12,8,0,0.6,Decoys - High Biased
2270,32,12,0,20,4,0,16,8,0,0.8,Decoys - High Biased
2271,32,8,0,8,3,0,5,5,0,0.625,Decoys - High Biased
2272,32,12,0,12,5,0,7,7,0,0.5833333333333334,Decoys - High Biased
2273,32,24,0,20,17,0,3,7,0,0.15,Decoys - High Biased
2274,32,8,0,16,4,0,12,4,0,0.75,Decoys - High Biased
2275,32,16,0,24,13,0,11,3,0,0.4583333333333333,Decoys - High Biased
2276,32,8,0,12,3,0,9,5,0,0.75,Decoys - High Biased
2277,32,20,0,20,11,0,9,9,0,0.45,Decoys - High Biased
2278,32,20,0,16,9,0,7,11,0,0.4375,Decoys - High Biased
2279,32,16,0,24,11,0,13,5,0,0.5416666666666666,Decoys - High Biased
2280,32,12,0,12,7,0,5,5,0,0.4166666666666667,Decoys - High Biased
2281,32,16,0,12,8,0,4,8,0,0.3333333333333333,Decoys - High Biased
2282,32,12,0,20,6,0,14,6,0,0.7,Decoys - High Biased
2283,32,12,0,8,5,0,3,7,0,0.375,Decoys - High Biased
2284,32,8,0,8,2,0,6,6,0,0.75,Decoys - High Biased
2285,32,20,0,24,15,0,9,5,0,0.375,Decoys - High Biased
2286,32,12,0,12,5,0,7,7,0,0.5833333333333334,Decoys - High Biased
2287,32,12,0,20,6,0,14,6,0,0.7,Decoys - High Biased
2288,32,20,0,28,18,0,10,2,0,0.35714285714285715,Decoys - High Biased
2289,32,12,0,12,4,0,8,8,0,0.6666666666666666,Decoys - High Biased
2290,32,20,0,28,18,0,10,2,0,0.35714285714285715,Decoys - High Biased
2291,32,12,0,20,7,0,13,5,0,0.65,Decoys - High Biased
2292,32,8,0,12,4,0,8,4,0,0.6666666666666666,Decoys - High Biased
2293,32,8,0,16,3,0,13,5,0,0.8125,Decoys - High Biased
2294,32,20,0,20,12,0,8,8,0,0.4,Decoys - High Biased
2295,32,16,0,16,9,0,7,7,0,0.4375,Decoys - High Biased
2296,32,24,0,28,20,0,8,4,0,0.2857142857142857,Decoys - High Biased
2297,32,16,0,20,8,0,12,8,0,0.6,Decoys - High Biased
2298,32,24,0,20,15,0,5,9,0,0.25,Decoys - High Biased
2299,32,12,0,12,5,0,7,7,0,0.5833333333333334,Decoys - High Biased
2300,32,12,0,12,6,0,6,6,0,0.5,Decoys - High Biased
2301,32,20,0,24,14,0,10,6,0,0.4166666666666667,Decoys - High Biased
2302,32,24,0,24,17,0,7,7,0,0.2916666666666667,Decoys - High Biased
2303,32,20,0,24,16,0,8,4,0,0.3333333333333333,Decoys - High Biased
2304,32,16,0,16,6,0,10,10,0,0.625,Decoys - High Biased
2305,32,20,0,24,14,0,10,6,0,0.4166666666666667,Decoys - High Biased
2306,32,12,0,12,5,0,7,7,0,0.5833333333333334,Decoys - High Biased
2307,32,20,0,20,11,0,9,9,0,0.45,Decoys - High Biased
2308,32,20,0,24,15,0,9,5,0,0.375,Decoys - High Biased
2309,32,16,0,16,8,0,8,8,0,0.5,Decoys - High Biased
2310,32,24,0,24,18,0,6,6,0,0.25,Decoys - High Biased
2311,32,20,0,24,14,0,10,6,0,0.4166666666666667,Decoys - High Biased
2312,32,24,0,20,16,0,4,8,0,0.2,Decoys - High Biased
2313,32,24,0,28,20,0,8,4,0,0.2857142857142857,Decoys - High Biased
2314,32,16,0,16,7,0,9,9,0,0.5625,Decoys - High Biased
2315,32,8,0,12,4,0,8,4,0,0.6666666666666666,Decoys - High Biased
2316,32,20,0,28,18,0,10,2,0,0.35714285714285715,Decoys - High Biased
2317,32,24,0,24,19,0,5,5,0,0.20833333333333334,Decoys - High Biased
2318,32,24,0,28,21,0,7,3,0,0.25,Decoys - High Biased
2319,32,12,0,16,6,0,10,6,0,0.625,Decoys - High Biased
2320,32,8,0,8,3,0,5,5,0,0.625,Decoys - High Biased
2321,32,8,0,8,2,0,6,6,0,0.75,Decoys - High Biased
2322,32,24,0,28,22,0,6,2,0,0.21428571428571427,Decoys - High Biased
2323,32,8,0,8,2,0,6,6,0,0.75,Decoys - High Biased
2324,32,16,0,16,7,0,9,9,0,0.5625,Decoys - High Biased
2325,32,20,0,20,14,0,6,6,0,0.3,Decoys - High Biased
2326,32,12,0,12,6,0,6,6,0,0.5,Decoys - High Biased
2327,32,12,0,12,6,0,6,6,0,0.5,Decoys - High Biased
2328,32,16,0,16,9,0,7,7,0,0.4375,Decoys - High Biased
2329,32,24,0,32,24,0,8,0,0,0.25,Decoys - High Biased
2330,32,20,0,24,16,0,8,4,0,0.3333333333333333,Decoys - High Biased
2331,32,20,0,16,13,0,3,7,0,0.1875,Decoys - High Biased
2332,32,20,0,24,16,0,8,4,0,0.3333333333333333,Decoys - High Biased
2333,32,24,0,24,16,0,8,8,0,0.3333333333333333,Decoys - High Biased
2334,32,16,0,16,7,0,9,9,0,0.5625,Decoys - High Biased
2335,32,16,0,16,11,0,5,5,0,0.3125,Decoys - High Biased
2336,32,20,0,20,13,0,7,7,0,0.35,Decoys - High Biased
2337,32,8,0,8,2,0,6,6,0,0.75,Decoys - High Biased
2338,32,12,0,16,7,0,9,5,0,0.5625,Decoys - High Biased
2339,32,12,0,20,5,0,15,7,0,0.75,Decoys - High Biased
2340,32,16,0,16,7,0,9,9,0,0.5625,Decoys - High Biased
2341,32,16,0,16,7,0,9,9,0,0.5625,Decoys - High Biased
2342,32,20,0,28,18,0,10,2,0,0.35714285714285715,Decoys - High Biased
2343,32,8,0,4,1,0,3,7,0,0.75,Decoys - High Biased
2344,32,16,0,20,10,0,10,6,0,0.5,Decoys - High Biased
2345,32,20,0,20,13,0,7,7,0,0.35,Decoys - High Biased
2346,32,8,0,8,1,0,7,7,0,0.875,Decoys - High Biased
2347,32,12,0,12,5,0,7,7,0,0.5833333333333334,Decoys - High Biased
2348,32,16,0,24,12,0,12,4,0,0.5,Decoys - High Biased
2349,32,12,0,12,6,0,6,6,0,0.5,Decoys - High Biased
2350,32,8,0,12,4,0,8,4,0,0.6666666666666666,Decoys - High Biased
2351,32,16,0,16,8,0,8,8,0,0.5,Decoys - High Biased
2352,32,8,0,16,3,0,13,5,0,0.8125,Decoys - High Biased
2353,32,8,0,16,4,0,12,4,0,0.75,Decoys - High Biased
2354,32,12,0,12,3,0,9,9,0,0.75,Decoys - High Biased
2355,32,8,0,16,3,0,13,5,0,0.8125,Decoys - High Biased
2356,32,8,0,8,1,0,7,7,0,0.875,Decoys - High Biased
2357,32,24,0,28,22,0,6,2,0,0.21428571428571427,Decoys - High Biased
2358,32,8,0,12,3,0,9,5,0,0.75,Decoys - High Biased
2359,32,16,0,16,9,0,7,7,0,0.4375,Decoys - High Biased
2360,32,16,0,16,8,0,8,8,0,0.5,Decoys - High Biased
2361,32,16,0,24,10,0,14,6,0,0.5833333333333334,Decoys - High Biased
2362,32,20,0,20,13,0,7,7,0,0.35,Decoys - High Biased
2363,32,24,0,32,24,0,8,0,0,0.25,Decoys - High Biased
2364,32,12,0,20,8,0,12,4,0,0.6,Decoys - High Biased
2365,32,8,0,8,4,0,4,4,0,0.5,Decoys - High Biased
2366,32,12,0,16,4,0,12,8,0,0.75,Decoys - High Biased
2367,32,16,0,16,6,0,10,10,0,0.625,Decoys - High Biased
2368,32,8,0,8,0,0,8,8,0,1.0,Decoys - High Biased
2369,32,12,0,16,3,0,13,9,0,0.8125,Decoys - High Biased
2370,32,20,0,20,15,0,5,5,0,0.25,Decoys - High Biased
2371,32,24,0,24,16,0,8,8,0,0.3333333333333333,Decoys - High Biased
2372,32,16,0,24,12,0,12,4,0,0.5,Decoys - High Biased
2373,32,16,0,16,9,0,7,7,0,0.4375,Decoys - High Biased
2374,32,24,0,28,21,0,7,3,0,0.25,Decoys - High Biased
2375,32,16,0,12,5,0,7,11,0,0.5833333333333334,Decoys - High Biased
2376,32,8,0,12,6,0,6,2,0,0.5,Decoys - High Biased
2377,32,20,0,28,17,0,11,3,0,0.39285714285714285,Decoys - High Biased
2378,32,16,0,16,9,0,7,7,0,0.4375,Decoys - High Biased
2379,32,12,0,12,7,0,5,5,0,0.4166666666666667,Decoys - High Biased
2380,32,16,0,12,7,0,5,9,0,0.4166666666666667,Decoys - High Biased
2381,32,8,0,4,1,0,3,7,0,0.75,Decoys - High Biased
2382,32,20,0,20,13,0,7,7,0,0.35,Decoys - High Biased
2383,32,24,0,28,23,0,5,1,0,0.17857142857142858,Decoys - High Biased
2384,32,24,0,28,21,0,7,3,0,0.25,Decoys - High Biased
2385,32,8,0,16,4,0,12,4,0,0.75,Decoys - High Biased
2386,32,16,0,20,12,0,8,4,0,0.4,Decoys - High Biased
2387,32,24,0,20,13,0,7,11,0,0.35,Decoys - High Biased
2388,32,16,0,12,6,0,6,10,0,0.5,Decoys - High Biased
2389,32,16,0,16,7,0,9,9,0,0.5625,Decoys - High Biased
2390,32,24,0,28,22,0,6,2,0,0.21428571428571427,Decoys - High Biased
2391,32,24,0,24,17,0,7,7,0,0.2916666666666667,Decoys - High Biased
2392,32,24,0,28,21,0,7,3,0,0.25,Decoys - High Biased
2393,32,12,0,12,5,0,7,7,0,0.5833333333333334,Decoys - High Biased
2394,32,12,0,16,8,0,8,4,0,0.5,Decoys - High Biased
2395,32,12,0,12,5,0,7,7,0,0.5833333333333334,Decoys - High Biased
2396,32,24,0,24,17,0,7,7,0,0.2916666666666667,Decoys - High Biased
2397,32,8,0,8,0,0,8,8,0,1.0,Decoys - High Biased
2398,32,8,0,8,4,0,4,4,0,0.5,Decoys - High Biased
2399,32,24,0,28,20,0,8,4,0,0.2857142857142857,Decoys - High Biased
2400,32,12,0,20,6,0,14,6,0,0.7,Decoys - High Biased
2401,32,16,0,12,5,0,7,11,0,0.5833333333333334,Decoys - High Biased
2402,32,20,0,28,18,0,10,2,0,0.35714285714285715,Decoys - High Biased
2403,32,12,0,12,4,0,8,8,0,0.6666666666666666,Decoys - High Biased
2404,32,20,0,24,15,0,9,5,0,0.375,Decoys - High Biased
2405,32,16,0,16,9,0,7,7,0,0.4375,Decoys - High Biased
2406,32,16,0,20,8,0,12,8,0,0.6,Decoys - High Biased
2407,32,16,0,16,7,0,9,9,0,0.5625,Decoys - High Biased
2408,32,12,0,20,9,0,11,3,0,0.55,Decoys - High Biased
2409,32,16,0,16,9,0,7,7,0,0.4375,Decoys - High Biased
2410,32,20,0,24,14,0,10,6,0,0.4166666666666667,Decoys - High Biased
2411,32,8,0,4,0,0,4,8,0,1.0,Decoys - High Biased
2412,32,20,0,24,12,0,12,8,0,0.5,Decoys - High Biased
2413,32,20,0,20,11,0,9,9,0,0.45,Decoys - High Biased
2414,32,8,0,8,0,0,8,8,0,1.0,Decoys - High Biased
2415,32,20,0,28,17,0,11,3,0,0.39285714285714285,Decoys - High Biased
2416,32,8,0,12,1,0,11,7,0,0.9166666666666666,Decoys - High Biased
2417,32,8,0,8,1,0,7,7,0,0.875,Decoys - High Biased
2418,32,24,0,32,24,0,8,0,0,0.25,Decoys - High Biased
2419,32,20,0,20,14,0,6,6,0,0.3,Decoys - High Biased
2420,32,16,0,20,10,0,10,6,0,0.5,Decoys - High Biased
2421,32,8,0,16,3,0,13,5,0,0.8125,Decoys - High Biased
2422,32,20,0,24,17,0,7,3,0,0.2916666666666667,Decoys - High Biased
2423,32,12,0,20,8,0,12,4,0,0.6,Decoys - High Biased
2424,32,20,0,16,9,0,7,11,0,0.4375,Decoys - High Biased
2425,32,16,0,16,9,0,7,7,0,0.4375,Decoys - High Biased
2426,32,24,0,32,24,0,8,0,0,0.25,Decoys - High Biased
2427,32,20,0,16,11,0,5,9,0,0.3125,Decoys - High Biased
2428,32,16,0,16,6,0,10,10,0,0.625,Decoys - High Biased
2429,32,16,0,16,9,0,7,7,0,0.4375,Decoys - High Biased
2430,32,12,0,16,6,0,10,6,0,0.625,Decoys - High Biased
2431,32,8,0,8,3,0,5,5,0,0.625,Decoys - High Biased
2432,32,8,0,8,2,0,6,6,0,0.75,Decoys - High Biased
2433,32,12,0,12,5,0,7,7,0,0.5833333333333334,Decoys - High Biased
2434,32,12,0,12,5,0,7,7,0,0.5833333333333334,Decoys - High Biased
2435,32,16,0,20,8,0,12,8,0,0.6,Decoys - High Biased
2436,32,20,0,16,11,0,5,9,0,0.3125,Decoys - High Biased
2437,32,12,0,12,3,0,9,9,0,0.75,Decoys - High Biased
2438,32,8,0,8,2,0,6,6,0,0.75,Decoys - High Biased
2439,32,8,0,8,3,0,5,5,0,0.625,Decoys - High Biased
2440,32,20,0,28,16,0,12,4,0,0.42857142857142855,Decoys - High Biased
2441,32,16,0,20,10,0,10,6,0,0.5,Decoys - High Biased
2442,32,16,0,16,7,0,9,9,0,0.5625,Decoys - High Biased
2443,32,20,0,24,14,0,10,6,0,0.4166666666666667,Decoys - High Biased
2444,32,12,0,12,6,0,6,6,0,0.5,Decoys - High Biased
2445,32,8,0,12,3,0,9,5,0,0.75,Decoys - High Biased
2446,32,16,0,16,7,0,9,9,0,0.5625,Decoys - High Biased
2447,32,8,0,12,2,0,10,6,0,0.8333333333333334,Decoys - High Biased
2448,32,8,0,8,1,0,7,7,0,0.875,Decoys - High Biased
2449,32,8,0,8,0,0,8,8,0,1.0,Decoys - High Biased
2450,32,24,0,24,18,0,6,6,0,0.25,Decoys - High Biased
2451,32,12,0,16,7,0,9,5,0,0.5625,Decoys - High Biased
2452,32,8,0,8,3,0,5,5,0,0.625,Decoys - High Biased
2453,32,20,0,20,12,0,8,8,0,0.4,Decoys - High Biased
2454,32,24,0,24,18,0,6,6,0,0.25,Decoys - High Biased
2455,32,12,0,16,5,0,11,7,0,0.6875,Decoys - High Biased
2456,32,16,0,24,12,0,12,4,0,0.5,Decoys - High Biased
2457,32,24,0,32,24,0,8,0,0,0.25,Decoys - High Biased
2458,32,24,0,20,16,0,4,8,0,0.2,Decoys - High Biased
2459,32,8,0,12,4,0,8,4,0,0.6666666666666666,Decoys - High Biased
2460,32,12,0,20,8,0,12,4,0,0.6,Decoys - High Biased
2461,32,16,0,20,12,0,8,4,0,0.4,Decoys - High Biased
2462,32,12,0,12,7,0,5,5,0,0.4166666666666667,Decoys - High Biased
2463,32,20,0,28,18,0,10,2,0,0.35714285714285715,Decoys - High Biased
2464,32,16,0,20,11,0,9,5,0,0.45,Decoys - High Biased
2465,32,12,0,8,3,0,5,9,0,0.625,Decoys - High Biased
2466,32,24,0,32,24,0,8,0,0,0.25,Decoys - High Biased
2467,32,20,0,28,18,0,10,2,0,0.35714285714285715,Decoys - High Biased
2468,32,8,0,8,1,0,7,7,0,0.875,Decoys - High Biased
2469,32,24,0,32,24,0,8,0,0,0.25,Decoys - High Biased
2470,32,16,0,24,12,0,12,4,0,0.5,Decoys - High Biased
2471,32,12,0,12,7,0,5,5,0,0.4166666666666667,Decoys - High Biased
2472,32,8,0,8,2,0,6,6,0,0.75,Decoys - High Biased
2473,32,8,0,8,0,0,8,8,0,1.0,Decoys - High Biased
2474,32,16,0,16,6,0,10,10,0,0.625,Decoys - High Biased
2475,32,12,0,12,6,0,6,6,0,0.5,Decoys - High Biased
2476,32,16,0,16,8,0,8,8,0,0.5,Decoys - High Biased
2477,32,12,0,20,6,0,14,6,0,0.7,Decoys - High Biased
2478,32,8,0,8,0,0,8,8,0,1.0,Decoys - High Biased
2479,32,24,0,24,21,0,3,3,0,0.125,Decoys - High Biased
2480,32,20,0,24,15,0,9,5,0,0.375,Decoys - High Biased
2481,32,16,0,16,6,0,10,10,0,0.625,Decoys - High Biased
2482,32,20,0,28,17,0,11,3,0,0.39285714285714285,Decoys - High Biased
2483,32,20,0,24,14,0,10,6,0,0.4166666666666667,Decoys - High Biased
2484,32,24,0,24,17,0,7,7,0,0.2916666666666667,Decoys - High Biased
2485,32,8,0,8,1,0,7,7,0,0.875,Decoys - High Biased
2486,32,20,0,20,13,0,7,7,0,0.35,Decoys - High Biased
2487,32,16,0,24,12,0,12,4,0,0.5,Decoys - High Biased
2488,32,20,0,20,13,0,7,7,0,0.35,Decoys - High Biased
2489,32,16,0,20,11,0,9,5,0,0.45,Decoys - High Biased
2490,32,8,0,8,0,0,8,8,0,1.0,Decoys - High Biased
2491,32,12,0,12,5,0,7,7,0,0.5833333333333334,Decoys - High Biased
2492,32,20,0,20,14,0,6,6,0,0.3,Decoys - High Biased
2493,32,16,0,24,9,0,15,7,0,0.625,Decoys - High Biased
2494,32,8,0,8,4,0,4,4,0,0.5,Decoys - High Biased
2495,32,16,0,20,13,0,7,3,0,0.35,Decoys - High Biased
2496,32,20,0,20,11,0,9,9,0,0.45,Decoys - High Biased
2497,32,24,0,28,22,0,6,2,0,0.21428571428571427,Decoys - High Biased
2498,32,24,0,28,22,0,6,2,0,0.21428571428571427,Decoys - High Biased
2499,32,12,0,16,7,0,9,5,0,0.5625,Decoys - High Biased
2500,32,24,0,32,24,0,8,0,0,0.25,Decoys - High Biased
2501,32,12,0,12,8,0,4,4,0,0.3333333333333333,Decoys - High Biased
2502,32,8,0,8,2,0,6,6,0,0.75,Decoys - High Biased
2503,32,12,0,12,6,0,6,6,0,0.5,Decoys - High Biased
2504,32,12,0,20,7,0,13,5,0,0.65,Decoys - High Biased
2505,32,8,0,8,2,0,6,6,0,0.75,Decoys - High Biased
2506,32,16,0,16,8,0,8,8,0,0.5,Decoys - High Biased
2507,32,24,0,28,21,0,7,3,0,0.25,Decoys - High Biased
2508,32,8,0,4,1,0,3,7,0,0.75,Decoys - High Biased
2509,32,8,0,12,3,0,9,5,0,0.75,Decoys - High Biased
2510,32,16,0,16,8,0,8,8,0,0.5,Decoys - High Biased
2511,32,8,0,8,4,0,4,4,0,0.5,Decoys - High Biased
2512,32,20,0,28,16,0,12,4,0,0.42857142857142855,Decoys - High Biased
2513,32,12,0,12,3,0,9,9,0,0.75,Decoys - High Biased
2514,32,24,0,28,20,0,8,4,0,0.2857142857142857,Decoys - High Biased
2515,32,24,0,28,21,0,7,3,0,0.25,Decoys - High Biased
2516,32,16,0,20,10,0,10,6,0,0.5,Decoys - High Biased
2517,32,24,0,24,18,0,6,6,0,0.25,Decoys - High Biased
2518,32,24,0,24,16,0,8,8,0,0.3333333333333333,Decoys - High Biased
2519,32,16,0,24,12,0,12,4,0,0.5,Decoys - High Biased
2520,32,16,0,20,9,0,11,7,0,0.55,Decoys - High Biased
2521,32,8,0,8,4,0,4,4,0,0.5,Decoys - High Biased
